SquareFeet,PropertyType,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Floors,Garage,Price
972,Apartment,2,2.0,Downtown,2022,2,0,10734000.0
1572,Apartment,3,4.0,Downtown,1990,2,0,14089000.0
3320,Villa,5,3.5,Suburban,1953,1,1,31111000.0
800,Apartment,2,2.5,Downtown,1963,3,1,9879000.0
2348,Penthouse,3,3.5,Suburban,1963,1,1,21833000.0
4356,Villa,4,2.5,Rural,2002,1,1,35657000.0
874,Apartment,1,3.0,Suburban,1978,1,0,7988000.0
810,Apartment,1,1.5,Suburban,1972,2,1,7334000.0
150830,Agricultural Land,0,0.0,Suburban,1950,0,0,18764000.0
1702,Independent House,2,1.5,Suburban,1980,2,0,15232000.0
3089,Independent House,4,2.5,Downtown,2020,3,0,25734000.0
1814,Penthouse,3,2.0,Rural,2010,2,0,16761000.0
121105,Agricultural Land,0,0.0,Suburban,1950,0,0,15106000.0
11680,Agricultural Land,0,0.0,Downtown,1950,0,0,5444000.0
2442,Penthouse,4,3.0,Downtown,1972,3,1,24311000.0
1257,Independent House,4,3.0,Downtown,1957,3,0,14146000.0
1174,Apartment,2,1.5,Suburban,2025,2,1,10699000.0
2073,Penthouse,4,3.0,Suburban,1965,3,0,20921000.0
2042,Independent House,4,1.5,Suburban,1975,1,0,17371000.0
2552,Independent House,4,1.5,Suburban,1978,1,1,20454000.0
53277,Agricultural Land,0,0.0,Rural,1950,0,0,5872000.0
1357,Apartment,2,2.0,Rural,1955,1,1,8802000.0
2104,Independent House,3,1.5,Suburban,1986,3,1,18103000.0
1023,Apartment,1,2.0,Suburban,1982,3,1,8979000.0
1428,Independent House,3,2.0,Rural,1995,1,0,12341000.0
803,Apartment,2,1.5,Suburban,2010,2,1,8843000.0
795,Apartment,3,2.5,Suburban,1990,1,1,9267000.0
1327,Apartment,1,2.5,Downtown,1967,2,1,12097000.0
4132,Villa,3,1.5,Suburban,1965,2,1,35276000.0
3792,Villa,4,1.5,Downtown,2000,3,1,35337000.0
3243,Independent House,4,3.0,Downtown,1986,3,0,26322000.0
122411,Agricultural Land,0,0.0,Rural,1950,0,0,13313000.0
1013,Independent House,4,3.0,Suburban,1963,2,0,12574000.0
1769,Apartment,3,1.5,Rural,2017,2,1,11818000.0
27646,Agricultural Land,0,0.0,Suburban,1950,0,0,5289000.0
1322,Apartment,3,1.0,Rural,1979,2,0,8790000.0
136536,Agricultural Land,0,0.0,Suburban,1950,0,0,17035000.0
1128,Apartment,2,3.0,Suburban,2009,3,1,10685000.0
186822,Agricultural Land,0,0.0,Suburban,1950,0,0,22506000.0
808,Apartment,3,2.5,Downtown,2002,1,1,9376000.0
195997,Agricultural Land,0,0.0,Suburban,1950,0,0,23728000.0
2311,Independent House,2,1.0,Suburban,1985,2,1,19234000.0
98997,Agricultural Land,0,0.0,Downtown,1950,0,0,14941000.0
870,Apartment,1,2.0,Suburban,1979,3,1,8134000.0
2947,Independent House,3,2.0,Downtown,2013,1,0,24185000.0
109946,Agricultural Land,0,0.0,Downtown,1950,0,0,16507000.0
3044,Independent House,4,2.5,Suburban,1963,3,1,23894000.0
2218,Villa,5,1.5,Rural,1972,1,1,21757000.0
3549,Villa,5,2.0,Suburban,1997,3,1,32804000.0
2388,Independent House,4,1.5,Suburban,1977,1,1,19806000.0
2899,Villa,4,3.5,Rural,1956,2,1,26043000.0
3480,Independent House,4,2.5,Suburban,1991,3,1,26109000.0
165653,Agricultural Land,0,0.0,Suburban,1950,0,0,20413000.0
1670,Apartment,2,2.5,Downtown,1959,1,1,13501000.0
978,Apartment,3,2.5,Suburban,2017,1,0,9797000.0
10611,Agricultural Land,0,0.0,Suburban,1950,0,0,3280000.0
144263,Agricultural Land,0,0.0,Suburban,1950,0,0,18118000.0
2169,Independent House,4,2.0,Rural,1993,1,1,17035000.0
3703,Villa,3,3.5,Suburban,1962,2,1,33202000.0
1650,Apartment,2,1.0,Downtown,1982,3,0,13787000.0
1129,Apartment,1,3.0,Rural,1981,1,0,7731000.0
1678,Independent House,3,1.5,Suburban,1997,2,1,15940000.0
2968,Independent House,4,1.5,Rural,1954,2,0,20175000.0
1988,Independent House,4,2.0,Suburban,2010,2,0,18048000.0
1705,Apartment,2,2.5,Downtown,1952,2,1,13861000.0
190196,Agricultural Land,0,0.0,Suburban,1950,0,0,22519000.0
130632,Agricultural Land,0,0.0,Suburban,1950,0,0,16014000.0
3589,Villa,3,3.0,Downtown,1973,2,0,32940000.0
2185,Independent House,3,2.0,Suburban,1983,2,0,17806000.0
1531,Apartment,2,2.0,Suburban,1991,2,1,11712000.0
2925,Penthouse,3,3.5,Suburban,1969,3,1,26154000.0
2861,Villa,3,1.5,Downtown,1990,3,1,28926000.0
1110,Apartment,2,3.0,Suburban,1969,2,1,10271000.0
130237,Agricultural Land,0,0.0,Downtown,1950,0,0,18290000.0
2212,Penthouse,3,2.5,Suburban,1955,1,1,20344000.0
59728,Agricultural Land,0,0.0,Downtown,1950,0,0,10611000.0
3078,Villa,3,2.0,Downtown,2006,1,1,30437000.0
3002,Villa,4,1.0,Suburban,1991,1,0,28379000.0
1593,Independent House,2,2.0,Downtown,1974,2,0,15581000.0
60488,Agricultural Land,0,0.0,Suburban,1950,0,0,8750000.0
81485,Agricultural Land,0,0.0,Rural,1950,0,0,9011000.0
1627,Apartment,3,1.5,Suburban,1990,1,1,12297000.0
766,Apartment,3,1.0,Suburban,1990,3,1,8776000.0
1959,Independent House,4,1.0,Rural,1952,3,1,15347000.0
1908,Penthouse,3,1.5,Rural,1992,3,1,18114000.0
194593,Agricultural Land,0,0.0,Rural,1950,0,0,21306000.0
793,Apartment,1,2.5,Downtown,1995,3,1,9384000.0
3282,Independent House,4,3.0,Suburban,2006,2,0,24924000.0
2173,Independent House,3,1.5,Rural,2023,3,1,17136000.0
64490,Agricultural Land,0,0.0,Rural,1950,0,0,7896000.0
2315,Penthouse,3,2.0,Suburban,2000,1,1,21882000.0
1903,Penthouse,4,2.0,Downtown,1954,1,1,20107000.0
1892,Independent House,3,2.0,Rural,2022,3,0,14878000.0
1067,Independent House,4,3.0,Suburban,1964,3,1,12712000.0
687,Apartment,3,2.0,Suburban,1988,3,1,8572000.0
816,Apartment,1,3.0,Suburban,2019,1,0,8559000.0
82619,Agricultural Land,0,0.0,Suburban,1950,0,0,11154000.0
3220,Penthouse,4,2.0,Downtown,1987,1,1,28448000.0
18730,Agricultural Land,0,0.0,Suburban,1950,0,0,3668000.0
207036,Agricultural Land,0,0.0,Rural,1950,0,0,23171000.0
2643,Independent House,3,2.5,Suburban,1988,3,1,21202000.0
1677,Penthouse,4,2.0,Suburban,2001,1,1,18234000.0
10133,Agricultural Land,0,0.0,Rural,1950,0,0,1010000.0
1879,Penthouse,3,3.0,Suburban,1952,1,0,18132000.0
1507,Apartment,1,3.5,Suburban,1978,2,0,11988000.0
3497,Independent House,4,2.5,Suburban,1980,3,1,26121000.0
1185,Apartment,3,3.0,Downtown,2015,3,1,12079000.0
117959,Agricultural Land,0,0.0,Downtown,1950,0,0,17324000.0
2931,Villa,5,1.0,Suburban,1994,2,1,28535000.0
721,Apartment,2,3.5,Rural,2022,2,1,6338000.0
3864,Villa,5,1.5,Suburban,1971,1,0,34335000.0
3019,Villa,3,1.5,Downtown,1959,2,1,29555000.0
3374,Independent House,4,1.0,Suburban,1970,3,1,25400000.0
917,Apartment,3,4.0,Downtown,1966,3,1,11124000.0
4656,Villa,3,3.0,Suburban,2016,3,1,39665000.0
2502,Independent House,2,3.5,Downtown,1956,1,1,20889000.0
2775,Penthouse,4,3.0,Rural,1985,1,1,22876000.0
3042,Independent House,3,2.0,Downtown,2016,3,0,24478000.0
27232,Agricultural Land,0,0.0,Downtown,1950,0,0,7786000.0
1118,Independent House,3,3.5,Suburban,1979,3,0,12525000.0
1709,Independent House,3,4.0,Downtown,2020,1,0,17351000.0
111602,Agricultural Land,0,0.0,Suburban,1950,0,0,14288000.0
1044,Independent House,3,2.0,Rural,1978,1,1,10046000.0
913,Apartment,1,1.5,Downtown,2021,2,1,10667000.0
1017,Apartment,3,2.5,Suburban,2023,1,1,10184000.0
2055,Penthouse,3,4.0,Rural,1982,1,1,18651000.0
2901,Villa,5,3.0,Suburban,2008,3,1,28891000.0
2125,Villa,4,3.0,Rural,1969,3,0,21263000.0
1114,Apartment,1,3.5,Downtown,1978,3,1,11889000.0
813,Apartment,1,3.0,Downtown,2002,2,1,9698000.0
673,Apartment,1,2.5,Downtown,1950,1,1,8446000.0
2602,Independent House,4,2.5,Suburban,1983,2,1,20809000.0
1508,Independent House,3,1.5,Suburban,1993,1,1,14431000.0
3379,Independent House,2,2.5,Downtown,1963,1,1,25477000.0
1687,Independent House,3,2.0,Suburban,1986,3,1,16066000.0
54730,Agricultural Land,0,0.0,Downtown,1950,0,0,10278000.0
1627,Apartment,1,3.0,Rural,1984,1,1,10456000.0
2552,Independent House,3,2.0,Downtown,2008,2,1,21828000.0
2575,Penthouse,3,1.0,Downtown,1973,3,1,24645000.0
1324,Independent House,3,1.0,Suburban,2014,2,1,13898000.0
2791,Villa,3,2.5,Downtown,1955,2,1,27753000.0
155916,Agricultural Land,0,0.0,Suburban,1950,0,0,18482000.0
54178,Agricultural Land,0,0.0,Suburban,1950,0,0,8004000.0
1322,Apartment,1,2.0,Rural,2017,3,1,8994000.0
37842,Agricultural Land,0,0.0,Suburban,1950,0,0,6245000.0
1151,Independent House,3,1.5,Suburban,1987,1,0,11821000.0
1554,Apartment,2,1.5,Rural,1950,2,1,9694000.0
2506,Independent House,4,2.0,Rural,1990,1,1,18934000.0
176011,Agricultural Land,0,0.0,Suburban,1950,0,0,21289000.0
1868,Independent House,3,1.0,Suburban,1980,3,1,16035000.0
1791,Apartment,1,1.5,Suburban,1985,1,1,12525000.0
2487,Villa,3,2.0,Suburban,2022,1,1,25166000.0
909,Apartment,2,2.0,Rural,2003,3,1,7115000.0
1402,Apartment,3,2.0,Suburban,1980,1,1,11377000.0
1679,Apartment,2,1.5,Downtown,1978,2,1,13969000.0
1219,Apartment,1,3.0,Downtown,1952,2,1,11002000.0
1072,Apartment,1,2.0,Downtown,2007,2,1,11089000.0
1060,Apartment,3,1.5,Downtown,2010,1,1,11168000.0
2613,Villa,4,1.5,Downtown,1955,2,1,26992000.0
1445,Apartment,1,1.5,Suburban,1969,1,1,11017000.0
1764,Apartment,1,1.0,Downtown,2010,1,1,13703000.0
83915,Agricultural Land,0,0.0,Suburban,1950,0,0,11460000.0
2808,Independent House,2,1.0,Downtown,1995,1,0,22066000.0
3243,Villa,4,2.5,Downtown,1962,1,1,31416000.0
954,Apartment,2,2.5,Suburban,1972,3,0,8989000.0
1369,Apartment,3,2.0,Rural,1980,2,1,9533000.0
779,Apartment,1,2.5,Suburban,1953,2,1,7827000.0
665,Apartment,1,1.0,Suburban,2024,1,1,7683000.0
1419,Apartment,3,3.5,Suburban,2015,3,1,12860000.0
770,Apartment,1,1.0,Downtown,1965,1,1,8223000.0
1073,Apartment,3,2.5,Suburban,1980,2,1,10731000.0
1133,Apartment,3,1.0,Downtown,1997,2,1,11510000.0
2390,Independent House,2,3.0,Suburban,1992,3,1,20074000.0
1730,Apartment,2,2.0,Suburban,1953,1,0,11323000.0
3486,Independent House,3,1.0,Suburban,2011,3,1,26146000.0
1834,Independent House,3,2.5,Downtown,1997,1,0,17756000.0
2026,Villa,4,1.0,Suburban,1977,3,1,22413000.0
1041,Apartment,1,2.5,Downtown,1965,2,1,9675000.0
1895,Penthouse,3,2.5,Downtown,2018,3,0,20744000.0
2527,Villa,5,1.5,Suburban,1979,2,0,25291000.0
683,Apartment,1,2.0,Suburban,2014,2,0,7945000.0
186811,Agricultural Land,0,0.0,Downtown,1950,0,0,24488000.0
19704,Agricultural Land,0,0.0,Suburban,1950,0,0,4334000.0
1292,Apartment,2,1.0,Rural,2018,1,1,8681000.0
1092,Apartment,3,2.5,Downtown,1963,3,1,11797000.0
2791,Penthouse,3,1.5,Suburban,2024,3,1,25328000.0
3348,Villa,3,2.0,Downtown,1983,3,1,31914000.0
1743,Apartment,2,3.5,Suburban,2005,3,0,13269000.0
1569,Apartment,1,1.5,Downtown,1978,1,1,12460000.0
3400,Independent House,4,4.0,Rural,1974,1,0,22460000.0
3087,Independent House,4,2.5,Suburban,2015,1,1,24615000.0
2439,Villa,3,1.5,Suburban,1989,2,1,25141000.0
1172,Independent House,4,2.0,Downtown,1964,2,1,14234000.0
2570,Independent House,2,2.5,Rural,1981,2,0,18314000.0
2058,Villa,5,2.0,Rural,1969,1,0,20344000.0
1116,Apartment,2,1.0,Suburban,2002,2,1,10062000.0
1329,Apartment,3,1.5,Rural,2016,3,1,10092000.0
2322,Villa,4,2.5,Downtown,1998,2,1,25822000.0
159718,Agricultural Land,0,0.0,Suburban,1950,0,0,19801000.0
3164,Independent House,3,2.5,Suburban,2016,1,1,23630000.0
3231,Independent House,2,2.0,Suburban,1950,1,1,23335000.0
1739,Apartment,2,1.5,Rural,1988,1,1,10674000.0
3209,Independent House,4,3.0,Downtown,2010,1,0,25617000.0
1838,Independent House,4,4.0,Downtown,2004,3,1,18995000.0
1689,Apartment,2,1.0,Downtown,2018,2,0,13701000.0
1693,Apartment,1,1.0,Rural,1951,2,1,10071000.0
3494,Independent House,3,3.0,Rural,1966,1,1,23492000.0
1015,Apartment,3,3.0,Suburban,1978,2,1,10854000.0
1131,Apartment,3,2.5,Suburban,1953,3,0,9758000.0
1040,Apartment,2,3.5,Suburban,2022,1,1,10397000.0
1337,Apartment,2,2.5,Suburban,2013,2,1,11767000.0
1063,Apartment,2,1.5,Downtown,1992,2,1,10765000.0
105725,Agricultural Land,0,0.0,Suburban,1950,0,0,13266000.0
2574,Independent House,4,2.5,Suburban,2025,2,1,21447000.0
3380,Villa,5,2.5,Suburban,1961,2,0,30781000.0
1894,Penthouse,3,4.0,Downtown,1999,1,1,20755000.0
3373,Independent House,2,1.5,Suburban,2017,1,1,24847000.0
1714,Apartment,3,2.0,Rural,2010,3,1,12474000.0
1749,Independent House,4,2.5,Suburban,2022,1,0,17029000.0
2093,Independent House,2,1.5,Suburban,2000,2,1,17504000.0
2989,Villa,3,2.0,Suburban,1954,2,1,28310000.0
3261,Independent House,2,3.0,Suburban,1977,2,0,23800000.0
968,Apartment,1,2.0,Suburban,1959,3,1,8543000.0
648,Apartment,1,2.5,Suburban,2001,1,1,7473000.0
2075,Independent House,2,3.0,Suburban,1966,1,1,16698000.0
3112,Villa,4,1.5,Suburban,2014,1,1,29067000.0
2649,Independent House,3,4.0,Suburban,1970,2,1,21633000.0
3180,Independent House,3,2.5,Suburban,2003,2,0,24410000.0
15899,Agricultural Land,0,0.0,Suburban,1950,0,0,3002000.0
2989,Villa,4,2.0,Suburban,1998,2,1,29342000.0
972,Apartment,3,2.0,Rural,1971,3,1,8015000.0
1078,Apartment,1,3.5,Suburban,2018,3,1,10311000.0
1431,Apartment,3,1.5,Rural,2013,2,0,9886000.0
1249,Apartment,1,1.5,Suburban,1985,3,1,10885000.0
1281,Apartment,1,1.5,Downtown,1970,3,1,11882000.0
1287,Apartment,3,1.5,Rural,2005,3,0,9311000.0
681,Apartment,2,2.0,Suburban,2022,1,0,7643000.0
686,Apartment,3,4.0,Rural,1997,3,0,6684000.0
42867,Agricultural Land,0,0.0,Suburban,1950,0,0,6925000.0
1421,Apartment,3,3.0,Downtown,2025,2,1,13883000.0
1162,Independent House,2,1.5,Suburban,1967,1,1,12319000.0
3397,Independent House,2,2.0,Suburban,1964,3,0,24018000.0
148160,Agricultural Land,0,0.0,Rural,1950,0,0,16631000.0
1715,Apartment,1,2.5,Suburban,1993,2,0,12639000.0
3228,Independent House,3,1.0,Suburban,1994,3,1,24209000.0
35702,Agricultural Land,0,0.0,Suburban,1950,0,0,6642000.0
163917,Agricultural Land,0,0.0,Suburban,1950,0,0,19771000.0
2712,Penthouse,4,3.0,Downtown,1985,2,0,25725000.0
1092,Apartment,3,3.0,Downtown,1989,2,1,11929000.0
1522,Apartment,3,3.0,Suburban,2000,3,1,13165000.0
3975,Villa,4,2.0,Downtown,1979,3,1,36412000.0
101722,Agricultural Land,0,0.0,Downtown,1950,0,0,15415000.0
2582,Independent House,4,2.0,Downtown,1975,1,1,22111000.0
1564,Independent House,4,1.0,Rural,1980,3,1,13451000.0
1149,Apartment,1,2.0,Downtown,2005,2,0,10953000.0
1952,Penthouse,4,2.0,Downtown,2010,1,1,20774000.0
1070,Apartment,1,3.5,Downtown,1966,2,1,10797000.0
1587,Apartment,2,3.0,Suburban,1973,2,1,12828000.0
2934,Independent House,2,4.0,Suburban,1953,3,1,22750000.0
1223,Independent House,4,3.0,Downtown,1958,2,1,14440000.0
753,Apartment,2,1.0,Suburban,1951,3,1,7339000.0
1159,Apartment,2,2.5,Suburban,1984,2,1,10584000.0
2150,Villa,3,1.0,Suburban,1987,1,1,22381000.0
1770,Apartment,2,1.5,Suburban,1994,3,1,13700000.0
2928,Independent House,4,2.0,Suburban,1964,1,1,22866000.0
948,Apartment,3,2.5,Downtown,1991,3,1,11073000.0
1181,Independent House,4,2.5,Suburban,1952,1,1,12942000.0
1636,Independent House,2,1.0,Rural,1980,3,1,13143000.0
1617,Apartment,2,1.0,Suburban,2001,1,1,11764000.0
778,Apartment,1,1.0,Suburban,1990,1,1,8126000.0
1662,Apartment,3,1.0,Rural,2006,3,1,11299000.0
1371,Apartment,2,1.5,Suburban,1991,3,0,11094000.0
105728,Agricultural Land,0,0.0,Downtown,1950,0,0,16226000.0
1615,Apartment,3,2.5,Suburban,2002,2,1,13143000.0
1563,Penthouse,4,3.0,Suburban,2005,2,1,17862000.0
628,Apartment,2,2.0,Rural,2025,3,0,5773000.0
4219,Villa,3,2.5,Suburban,2021,3,1,36507000.0
3046,Penthouse,4,1.5,Downtown,2002,1,0,27395000.0
3144,Independent House,3,4.0,Suburban,1981,1,0,23880000.0
2893,Independent House,4,1.5,Rural,2003,2,1,20766000.0
2465,Independent House,3,3.0,Downtown,1986,2,1,21143000.0
1592,Apartment,3,3.5,Rural,1957,2,1,10502000.0
183588,Agricultural Land,0,0.0,Suburban,1950,0,0,22084000.0
2234,Penthouse,4,3.0,Suburban,1960,1,0,21434000.0
81429,Agricultural Land,0,0.0,Suburban,1950,0,0,11387000.0
665,Apartment,1,1.0,Suburban,2003,1,0,6107000.0
4450,Villa,5,2.5,Suburban,2009,1,1,38784000.0
27901,Agricultural Land,0,0.0,Rural,1950,0,0,3088000.0
1734,Apartment,2,1.0,Suburban,1959,2,1,12303000.0
937,Apartment,3,1.0,Suburban,2019,3,0,9778000.0
3970,Villa,5,1.0,Downtown,1991,2,1,36347000.0
2728,Independent House,3,3.5,Downtown,1986,1,1,23066000.0
1946,Penthouse,3,3.5,Suburban,2025,2,1,21098000.0
1210,Apartment,2,1.5,Downtown,2007,2,1,11632000.0
2814,Penthouse,3,2.0,Suburban,2008,2,0,24765000.0
1270,Apartment,3,3.5,Suburban,1973,2,1,11225000.0
1214,Apartment,1,2.0,Rural,1977,1,1,8517000.0
1496,Apartment,3,2.0,Downtown,1986,2,0,12913000.0
1780,Penthouse,3,2.0,Downtown,1970,1,1,19911000.0
4914,Villa,3,2.5,Downtown,1982,2,1,42189000.0
1595,Independent House,4,2.0,Rural,1951,1,1,13036000.0
2986,Independent House,4,2.5,Suburban,1977,3,0,23420000.0
53177,Agricultural Land,0,0.0,Downtown,1950,0,0,10038000.0
1209,Independent House,2,2.0,Rural,1964,1,1,10612000.0
1625,Penthouse,3,1.5,Rural,1950,1,1,14892000.0
1491,Independent House,3,1.5,Rural,1977,3,0,12029000.0
1969,Independent House,4,1.0,Downtown,1999,3,1,19273000.0
1580,Independent House,4,2.0,Suburban,1984,3,1,15881000.0
1376,Apartment,3,1.0,Suburban,1977,3,1,11253000.0
4105,Villa,3,3.0,Suburban,1958,3,1,36124000.0
2211,Independent House,3,2.0,Downtown,1973,3,0,19291000.0
829,Apartment,2,2.5,Downtown,2012,2,0,10075000.0
202861,Agricultural Land,0,0.0,Rural,1950,0,0,22007000.0
3057,Independent House,4,3.5,Downtown,1953,2,0,24408000.0
1501,Independent House,2,3.0,Suburban,2005,3,1,14813000.0
203473,Agricultural Land,0,0.0,Suburban,1950,0,0,24004000.0
4685,Villa,3,3.5,Suburban,1990,1,1,39665000.0
1607,Apartment,2,2.0,Suburban,2016,1,1,12605000.0
83996,Agricultural Land,0,0.0,Suburban,1950,0,0,11424000.0
2769,Villa,3,1.5,Suburban,1997,3,0,26888000.0
1605,Apartment,3,3.5,Suburban,2007,2,1,13442000.0
817,Apartment,3,3.0,Suburban,1988,2,0,8541000.0
3224,Penthouse,3,3.0,Suburban,1974,1,1,26968000.0
3804,Villa,5,2.5,Suburban,2009,3,0,34704000.0
3302,Independent House,3,2.5,Suburban,1996,2,1,24625000.0
64777,Agricultural Land,0,0.0,Suburban,1950,0,0,9127000.0
3107,Penthouse,3,1.0,Downtown,2010,3,1,27867000.0
870,Apartment,1,2.5,Suburban,1976,3,0,8315000.0
722,Apartment,2,1.0,Downtown,1991,1,1,8408000.0
1255,Apartment,3,1.5,Rural,2001,3,1,8747000.0
3080,Villa,4,2.0,Rural,1997,3,1,27469000.0
858,Apartment,1,2.0,Downtown,1981,1,1,8942000.0
1947,Independent House,4,1.0,Downtown,1973,2,1,17547000.0
1546,Penthouse,4,3.0,Suburban,1952,3,1,17795000.0
194974,Agricultural Land,0,0.0,Rural,1950,0,0,21939000.0
1487,Apartment,3,3.0,Suburban,1976,1,1,12312000.0
1707,Penthouse,4,2.5,Suburban,2022,2,1,19088000.0
1346,Apartment,3,2.0,Suburban,1989,3,1,11629000.0
1648,Penthouse,3,4.0,Downtown,1972,2,1,19432000.0
1037,Apartment,3,1.0,Suburban,1956,1,0,8653000.0
3202,Independent House,4,2.5,Downtown,1986,3,0,25115000.0
3201,Penthouse,3,1.0,Suburban,1956,1,1,26734000.0
1713,Apartment,3,2.0,Downtown,1971,1,1,14029000.0
957,Apartment,2,2.0,Suburban,1966,3,1,9171000.0
3040,Villa,3,2.5,Rural,1968,1,0,26056000.0
3730,Villa,4,1.0,Suburban,1988,2,1,33529000.0
2255,Villa,4,1.5,Suburban,1985,1,0,23317000.0
4623,Villa,4,2.0,Downtown,1964,3,1,40371000.0
2632,Independent House,2,2.0,Suburban,2012,3,0,20719000.0
1228,Apartment,1,2.5,Downtown,1978,2,1,11425000.0
1431,Apartment,1,1.5,Suburban,2009,3,1,11156000.0
1085,Apartment,3,2.0,Downtown,2005,1,1,11842000.0
30013,Agricultural Land,0,0.0,Downtown,1950,0,0,7419000.0
1370,Independent House,3,1.5,Downtown,1989,1,1,14689000.0
2013,Independent House,2,1.5,Suburban,1965,3,1,16913000.0
2982,Independent House,3,2.0,Suburban,1982,2,1,23108000.0
13935,Agricultural Land,0,0.0,Suburban,1950,0,0,3452000.0
847,Apartment,1,2.5,Downtown,1965,2,1,9770000.0
1787,Independent House,2,1.0,Suburban,1979,3,1,15728000.0
3311,Independent House,2,1.0,Suburban,2015,1,0,23514000.0
4929,Villa,4,2.0,Suburban,1993,3,1,41404000.0
630,Apartment,3,1.5,Rural,1987,3,1,5887000.0
140830,Agricultural Land,0,0.0,Suburban,1950,0,0,17686000.0
118911,Agricultural Land,0,0.0,Downtown,1950,0,0,17243000.0
2689,Independent House,2,2.0,Suburban,2000,2,0,20435000.0
3217,Villa,3,2.0,Rural,2009,1,0,27234000.0
130492,Agricultural Land,0,0.0,Suburban,1950,0,0,15805000.0
4955,Villa,3,1.5,Rural,1967,2,0,39333000.0
1485,Apartment,3,1.0,Suburban,1954,2,1,11251000.0
1548,Independent House,3,3.0,Suburban,1989,1,0,14915000.0
3165,Villa,4,2.5,Suburban,1955,1,0,28795000.0
1838,Independent House,3,2.5,Suburban,2025,1,0,17052000.0
3230,Villa,4,2.0,Suburban,1961,3,0,29670000.0
91634,Agricultural Land,0,0.0,Suburban,1950,0,0,12641000.0
34820,Agricultural Land,0,0.0,Suburban,1950,0,0,6422000.0
1613,Independent House,2,2.5,Suburban,1961,1,1,14294000.0
1011,Apartment,3,3.5,Downtown,2022,3,1,12414000.0
31605,Agricultural Land,0,0.0,Suburban,1950,0,0,6040000.0
1658,Penthouse,3,2.5,Suburban,1971,2,1,17394000.0
613,Apartment,3,1.5,Rural,1998,1,0,4997000.0
217448,Agricultural Land,0,0.0,Suburban,1950,0,0,25291000.0
121904,Agricultural Land,0,0.0,Downtown,1950,0,0,17428000.0
1602,Independent House,3,2.0,Downtown,1999,3,1,16547000.0
1215,Independent House,4,2.0,Suburban,1953,3,1,13218000.0
2996,Independent House,2,2.0,Downtown,1999,3,1,23783000.0
1587,Apartment,1,2.0,Rural,1952,3,0,9599000.0
1439,Apartment,2,3.0,Downtown,1965,2,1,12746000.0
2226,Penthouse,3,2.5,Rural,1963,1,1,19114000.0
1153,Apartment,1,1.5,Suburban,2013,1,1,10124000.0
1665,Apartment,3,1.0,Rural,1990,1,1,10651000.0
1675,Independent House,2,2.0,Downtown,2017,1,1,16649000.0
1282,Independent House,3,1.0,Suburban,2008,1,1,13101000.0
153790,Agricultural Land,0,0.0,Downtown,1950,0,0,21486000.0
1433,Apartment,2,1.5,Downtown,1951,1,1,12047000.0
1136,Apartment,1,2.0,Suburban,1959,3,1,9676000.0
4944,Villa,4,2.0,Suburban,2024,1,0,41242000.0
2908,Independent House,4,4.0,Downtown,1975,3,1,24684000.0
1522,Apartment,3,1.5,Rural,1953,2,1,9532000.0
2152,Independent House,2,1.5,Downtown,1977,3,1,19228000.0
1441,Apartment,1,1.0,Suburban,1951,2,1,10449000.0
1547,Apartment,3,2.0,Downtown,2015,1,1,13970000.0
1664,Independent House,3,1.5,Suburban,1965,2,1,14858000.0
2717,Independent House,2,2.5,Downtown,2006,2,0,22355000.0
77412,Agricultural Land,0,0.0,Rural,1950,0,0,8926000.0
3053,Independent House,2,1.5,Suburban,1972,3,0,22553000.0
1636,Independent House,3,2.0,Rural,1972,3,0,12785000.0
2113,Villa,3,3.0,Downtown,1970,2,1,23751000.0
1164,Apartment,2,1.0,Suburban,1974,2,1,10205000.0
3401,Villa,4,2.0,Suburban,2007,1,1,31469000.0
1425,Apartment,2,2.0,Rural,1986,3,1,9426000.0
155758,Agricultural Land,0,0.0,Suburban,1950,0,0,19510000.0
1625,Apartment,2,2.5,Rural,1998,2,1,11166000.0
3251,Independent House,3,2.0,Downtown,1964,3,1,25145000.0
1261,Apartment,3,2.0,Suburban,1977,1,1,10576000.0
165009,Agricultural Land,0,0.0,Suburban,1950,0,0,20048000.0
1535,Independent House,3,2.5,Downtown,2016,1,0,16269000.0
2391,Independent House,4,2.0,Suburban,1953,2,0,19232000.0
1176,Apartment,2,2.0,Rural,1996,1,1,8234000.0
4610,Villa,3,1.0,Rural,1999,2,1,36809000.0
716,Apartment,3,2.5,Suburban,2009,3,1,9680000.0
15700,Agricultural Land,0,0.0,Rural,1950,0,0,2099000.0
704,Apartment,1,3.0,Suburban,2011,3,1,8323000.0
1094,Apartment,2,4.0,Suburban,2016,2,1,10660000.0
645,Apartment,2,3.5,Downtown,2021,2,1,9865000.0
2354,Independent House,2,2.5,Suburban,1992,2,1,18989000.0
2239,Independent House,3,2.5,Downtown,2007,3,1,20655000.0
1581,Apartment,1,2.5,Downtown,2001,3,0,13324000.0
2459,Penthouse,4,2.0,Suburban,2025,1,0,22795000.0
2515,Independent House,3,2.0,Rural,2018,1,1,17804000.0
2836,Independent House,3,1.5,Suburban,1995,3,1,21742000.0
3496,Independent House,4,1.5,Rural,1974,3,1,23922000.0
